ASV	Functional_Tax_Group	e2m	m2y	e2m2y	padj	coef	method	trait	date
asv_000011	Ralstonia pickettii	0.000124783078134016	0	0.000124783078134016	0.000249566156268033	0.00258267539215848	mix_shrink	GLI	Sept5
asv_000011	Ralstonia pickettii	0.000124783078134127	3.06121407711579e-06	0.000124783078134127	0.00049913231253651	0.00470252921104612	mix_shrink	VARI	Aug22
asv_000011	Ralstonia pickettii	0.000124783078134016	0	0.000124783078134016	0.000249566156268033	0.00397758714101909	mix_shrink	NGR	Aug22
asv_000011	Ralstonia pickettii	0.0001240929748485	9.51006182747793e-05	0.0001240929748485	0.0001240929748485	0.0692463993469287	mix_linear	VEG	Aug22
asv_000011	Ralstonia pickettii	0.000124783078134127	3.99774878157011e-05	0.000124783078134127	0.000623915390670637	0.00982569709094473	mix_shrink	MGR	Sept5
asv_000011	Ralstonia pickettii	0.000124783078134127	0.000104774902541349	0.000124783078134127	0.00049913231253651	0.105042463326932	mix_shrink	VEG	Sept5
asv_000011	Ralstonia pickettii	0.000124783078134016	2.79312883215699e-05	0.000124783078134016	0.000124783078134016	0.0768996053500573	mix_shrink	VEG	Aug22
asv_000011	Ralstonia pickettii	0.000124783078134127	2.69945399367089e-10	0.000124783078134127	0.000623915390670637	0.00495909414768819	mix_shrink	NGR	Sept5
asv_000021	Enterobacter	0.00165176512606469	6.81952998737856e-07	0.00165176512606469	0.00495529537819406	-0.0113705575819137	mix_shrink	VARI	Aug22
asv_000021	Enterobacter	0.00164507970129957	0.000981462919589671	0.00164507970129957	0.00329015940259914	0.648759902928028	mix_linear	Woebbecke	Aug22
asv_000021	Enterobacter	0.00164507970129957	0	0.00164507970129957	0.00164507970129957	-0.00701675323728519	mix_linear	NGR	Aug22
asv_000021	Enterobacter	0.00165176512606591	0	0.00165176512606591	0.00165176512606591	-0.00701659135264325	mix_shrink	NGR	Aug22
asv_000021	Enterobacter	0.00165176512606591	4.69070560171758e-10	0.00165176512606591	0.00165176512606591	-0.0139805448313534	mix_shrink	MGR	Aug22
asv_000021	Enterobacter	0.00164507970130023	1.03101373882808e-06	0.00164507970130023	0.0049352391039007	-0.0113373556607268	mix_linear	VARI	Aug22
asv_000021	Enterobacter	0.00165176512606591	0.00103820984100822	0.00165176512606591	0.00330353025213181	0.665525322820611	mix_shrink	Woebbecke	Aug22
asv_000032	Enterobacter	0.0135077243782521	8.34171261303585e-05	0.0135077243782521	0.0270154487565042	-0.00660673565317438	fixed_bic	NGR	Aug22
asv_000032	Enterobacter	0.0135077243782521	8.12124735765085e-05	0.0135077243782521	0.0270154487565042	-0.0131878616367208	fixed_bic	MGR	Aug22
asv_000032	Enterobacter	0.0135077243782521	7.27868276424459e-05	0.0135077243782521	0.0405231731347563	0.9233853180631	fixed_bic	Woebbecke	Aug22
asv_000048	Burkholderia pseudomallei	0.00497406342294019	0.00831631809463462	0.00831631809463462	0.00831631809463462	-0.0130361154008568	fixed_eq	VARI	Sept5
asv_000048	Burkholderia pseudomallei	0.000100885735884182	0	0.000100885735884182	0.000201771471768364	0.00180297212919098	mix_linear	ExG	Aug12
asv_000048	Burkholderia pseudomallei	0.00497406342294019	0.00833159869130906	0.00833159869130906	0.00833159869130906	-0.0130391956745591	fixed_bic	VARI	Sept5
asv_000048	Burkholderia pseudomallei	0.00497406342294019	0.017163887448242	0.017163887448242	0.017163887448242	-0.00644817330675332	fixed_eq	NGR	Sept5
asv_000048	Burkholderia pseudomallei	0.00497406342294019	0.0164559764345058	0.0164559764345058	0.0164559764345058	-0.0128795341759036	fixed_eq	MGR	Sept5
asv_000048	Burkholderia pseudomallei	0.00497406342294019	0.0164954987109249	0.0164954987109249	0.0164954987109249	-0.012884258618514	fixed_bic	MGR	Sept5
asv_000048	Burkholderia pseudomallei	0.00497406342294019	0.000705090670761743	0.00497406342294019	0.00497406342294019	-0.100622693263081	fixed_eq	VEG	Aug22
asv_000048	Burkholderia pseudomallei	0.00497406342294019	0.010385540971328	0.010385540971328	0.010385540971328	-0.0892338493987495	fixed_eq	VEG	Sept5
asv_000048	Burkholderia pseudomallei	0.00497406342294019	0.0360357588136759	0.0360357588136759	0.0360357588136759	-0.065638796074745	fixed_eq	VEG	Aug12
asv_000048	Burkholderia pseudomallei	0.000101444548819885	0	0.000101444548819885	0.000202889097639769	0.0018058881225064	mix_shrink	ExG	Aug12
asv_000048	Burkholderia pseudomallei	0.000101444548819885	0	0.000101444548819885	0.000202889097639769	0.00147322147020905	mix_shrink	GLI	Aug12
asv_000048	Burkholderia pseudomallei	0.00497406342294019	0.000691286460317908	0.00497406342294019	0.00497406342294019	-0.100460964115602	fixed_bic	VEG	Aug22
asv_000048	Burkholderia pseudomallei	0.00497406342294019	0.0172051507710467	0.0172051507710467	0.0172051507710467	-0.00645056864059199	fixed_bic	NGR	Sept5
asv_000048	Burkholderia pseudomallei	0.000100885735884182	0	0.000100885735884182	0.000201771471768364	0.00147135822018769	mix_linear	GLI	Aug12
asv_000092	Massilia putida	6.81722031015131e-06	1.11732845198276e-11	6.81722031015131e-06	3.40861015507565e-05	0.00896648645563365	mix_linear	VARI	Aug22
asv_000092	Massilia putida	6.86235112867806e-06	2.34923192010683e-12	6.86235112867806e-06	3.43117556433903e-05	0.00879596984208656	mix_shrink	VARI	Aug22
asv_000143	Massilia putida	2.53638844667226e-05	0	2.53638844667226e-05	5.07277689334451e-05	0.0978877709749095	mix_linear	VEG	Aug22
asv_000143	Massilia putida	2.5520453199146e-05	0	2.5520453199146e-05	5.1040906398292e-05	0.0874858235516433	mix_shrink	VEG	Aug22
asv_000189	TM7a sp 2	0.0140720829180137	0	0.0140720829180137	0.0281441658360273	0.000889765639325206	mix_linear	ExG	Aug22
asv_000189	TM7a sp 2	0.0141093823762344	0	0.0141093823762344	0.0282187647524688	0.000715134220474959	mix_shrink	GLI	Aug22
asv_000189	TM7a sp 2	0.0141093823762344	0	0.0141093823762344	0.0282187647524688	0.000889758269394321	mix_shrink	ExG	Aug22
asv_000189	TM7a sp 2	0.0140720829180137	0	0.0140720829180137	0.0281441658360273	0.000707500953848093	mix_linear	GLI	Aug22
asv_000189	TM7a sp 2	0.0141093823762344	0	0.0141093823762344	0.0141093823762344	0.00875340547778922	mix_shrink	VARI	Aug12
asv_000189	TM7a sp 2	0.0141093823762344	0	0.0141093823762344	0.0282187647524688	0.00123836974867503	mix_shrink	RGB	Aug22
asv_000189	TM7a sp 2	0.0140720829180134	0	0.0140720829180134	0.0140720829180134	0.00874157107790892	mix_linear	VARI	Aug12
asv_000189	TM7a sp 2	0.0141093823762344	0.00226722849469407	0.0141093823762344	0.0423281471287031	-0.500318633296552	mix_shrink	Woebbecke	Aug12
asv_000259	Chitinophaga eiseniae	0.0224893887397836	0.000197955925838045	0.0224893887397836	0.0449787774795671	0.12273955125888	mix_shrink	VEG	Sept5
asv_000294	f_LWQ8	0.00666716962053648	0	0.00666716962053648	0.0333358481026824	0.00381852999938628	mix_shrink	NGR	Aug12
asv_000294	f_LWQ8	0.00664623426860767	0	0.00664623426860767	0.0132924685372153	0.0103951983018915	mix_linear	VARI	Aug12
asv_000294	f_LWQ8	0.00666716962053604	0	0.00666716962053604	0.0133343392410721	0.0103339645885282	mix_shrink	VARI	Aug12
asv_000334	TM7a sp 2	0.025785430294196	0	0.025785430294196	0.025785430294196	0.000194512028174838	mix_shrink	GLI	Aug12
asv_000334	TM7a sp 2	0.025785430294196	0	0.025785430294196	0.025785430294196	0.000238900254146363	mix_shrink	ExG	Aug12
asv_000334	TM7a sp 2	0.0257292446870787	0	0.0257292446870787	0.0257292446870787	0.000237469780434437	mix_linear	ExG	Aug12
asv_000334	TM7a sp 2	0.0257292446870787	0	0.0257292446870787	0.0257292446870787	0.00020384892581281	mix_linear	GLI	Aug12
asv_000413	Sphingobacterium siyangense-multivorum	0.00204413104267165	8.84686430999704e-05	0.00204413104267165	0.00817652417068659	0.092570435173651	mix_linear	VEG	Sept5
asv_000413	Sphingobacterium siyangense-multivorum	0.00205209908538317	9.30921018960085e-06	0.00205209908538317	0.00615629725614952	0.118914577432861	mix_shrink	VEG	Sept5
asv_000448	TM7a sp 2	0.046610445809008	0	0.046610445809008	0.046610445809008	0.00386107788787459	mix_shrink	ExG	Aug22
asv_000448	TM7a sp 2	0.0465284025954738	0	0.0465284025954738	0.0465284025954738	0.00290235136211743	mix_linear	GLI	Aug22
asv_000448	TM7a sp 2	0.046610445809008	0	0.046610445809008	0.046610445809008	0.00295720360503821	mix_shrink	GLI	Aug22
asv_000448	TM7a sp 2	0.046610445809008	0	0.046610445809008	0.046610445809008	0.00491031500905373	mix_shrink	RGB	Aug22
asv_000448	TM7a sp 2	0.0465284025954738	0	0.0465284025954738	0.0465284025954738	0.00386097706512536	mix_linear	ExG	Aug22
asv_000524	Pseudomonas parafulva	0.0433056753561641	6.66133814775094e-15	0.0433056753561641	0.0433056753561641	0.0147525960665999	mix_linear	NGR	Sept5
asv_000524	Pseudomonas parafulva	0.0433833225826585	6.89099526329784e-08	0.0433833225826585	0.0433833225826585	0.0297651347330214	mix_shrink	VARI	Sept5
asv_000524	Pseudomonas parafulva	0.0433056753561641	7.11243093309832e-08	0.0433056753561641	0.0433056753561641	0.0297710609694775	mix_linear	VARI	Sept5
asv_000991	Massilia niabensis	0.0176786462887232	3.70860769252079e-05	0.0176786462887232	0.0176786462887232	-0.500306695596171	mix_linear	Woebbecke	Aug22
asv_000991	Massilia niabensis	0.0177234675189757	0.000546895243011214	0.0177234675189757	0.0177234675189757	-0.663091492146851	mix_shrink	Woebbecke	Aug22
